name,rating,review_count,address,price_level,business_status,neighborhood,name_clean,is_chain,review_count_capped,popularity_score,rating_score,rating_confidence,adjusted_rating_score,price_score,dominance_raw,dominance_score,place_id,recency_score,health_score,health_category
Long Story Short,4.5,485,"3705 Butler St, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,long story short,False,485.0,77.23881314523223,100,0.7723881314523222,77.23881314523223,100.0,0.7733433381794307,16.126350789692438,ChIJtcpyWLPzNIgR2RYLdF1jMVo,35.9,67.4,Stable
The PA Market,4.3,523,"108 19th St, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Lawrenceville,the pa market,False,523.0,78.17877081403093,85,0.7817877081403093,66.45195519192629,100.0,0.8339351873563757,17.38985868661679,ChIJ05Zle6vzNIgR5d6-XIDBWbE,38.7,64.9,Stable
Cilantro & Ajo Lawrenceville,4.7,109,"4017 Butler St, Pittsburgh, PA 15201, USA",1.0,OPERATIONAL,Lawrenceville,cilantro ajo lawrenceville,False,109.0,58.688535537516195,100,0.586885355375162,58.688535537516195,60.0,0.1738029357970267,3.6242726517040733,ChIJwfaFMAXzNIgRkweT0rMrsR0,29.0,47.7,At Risk
Umami,4.6,1083,"202 38th St, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,umami,False,1083.0,87.25485556059492,100,0.8725485556059491,87.25485556059492,100.0,1.726867701542935,36.00997506234414,ChIJbTN0U7PzNIgRbg-WVM1LlSU,58.7,78.6,Stable
Camino Cocteleria & Cocina,4.7,103,"4428 Liberty Ave, Pittsburgh, PA 15224, USA",,OPERATIONAL,Lawrenceville,camino cocteleria cocina,False,103.0,57.9882222927708,100,0.579882222927708,57.9882222927708,60.0,0.1642358017164564,3.42477140482128,ChIJ-xoD__zzNIgRe35AOjhme-Y,42.2,48.5,At Risk
Happenstance Cafe,4.9,183,"3832 Penn Ave, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,happenstance cafe,False,183.0,65.1118436242427,100,0.6511184362424269,65.1118436242427,100.0,0.2917975894573934,6.084788029925186,ChIJL_Y8Tr7zNIgRDXMVWjkO3ds,45.0,59.5,At Risk
Titusz,5.0,1,"4129 Butler St, Pittsburgh, PA 15201, USA",,OPERATIONAL,Lawrenceville,titusz,False,1.0,8.654390567199746,100,0.08654390567199746,8.654390567199746,60.0,0.0015945223467617128,0.03325020781379884,ChIJdZm2PITzNIgRWq-K8zWZpSc,84.0,22.6,Critical
Cork Harbour Pub,4.7,171,"181 43rd St, Pittsburgh, PA 15201, USA",,OPERATIONAL,Lawrenceville,cork harbour pub,False,171.0,64.26979564262177,100,0.6426979564262177,64.26979564262177,60.0,0.27266332129625287,5.685785536159601,ChIJI0ynzUTzNIgR_z8-SOmMckE,65.6,55.0,At Risk
Hop Farm Brewing Company,4.6,294,"5601 Butler St, Pittsburgh, PA 15201, USA",,OPERATIONAL,Lawrenceville,hop farm brewing company,False,294.0,71.00556311870955,100,0.7100556311870955,71.00556311870955,60.0,0.4687895699479436,9.775561097256858,ChIJo5vWsfbyNIgREEFv8eWTR9A,37.0,56.8,At Risk
Lolev Beer,4.8,180,"5247 Butler St, Pittsburgh, PA 15201, USA",,OPERATIONAL,Lawrenceville,lolev beer,False,180.0,64.9065955006247,100,0.6490659550062471,64.9065955006247,60.0,0.28701402241710827,5.98503740648379,ChIJuRYuMSbzNIgRtIlpZyP4PjM,26.2,51.5,At Risk
The Parlor Dim Sum,4.4,415,"4401 Butler St, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,the parlor dim sum,False,415.0,75.2970034271703,85,0.752970034271703,64.00245291309476,100.0,0.6617267739061108,13.798836242726518,ChIJV4HpDlLyNIgRnw3FBi-owp4,16.6,60.5,Stable
Oishii Donburi,4.7,381,"5227 Butler St, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,oishii donburi,False,381.0,74.23241914017976,100,0.7423241914017976,74.23241914017976,100.0,0.6075130141162126,12.668329177057359,ChIJYYWWt3HzNIgRdbh0dC_GfCA,35.3,65.0,Stable
Stinky's Bar & Grill,4.4,916,"4901 Hatfield St, Pittsburgh, PA 15201, USA",1.0,OPERATIONAL,Lawrenceville,stinkys bar grill,False,916.0,85.16593563586854,85,0.8516593563586854,72.39104529048826,60.0,1.4605824696337288,30.457190357439735,ChIJR1p9kFbyNIgRDZ210Bg9nvk,33.1,64.1,Stable
Redfin Blues,4.2,1845,"100 Waterfront Dr, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Lawrenceville,redfin blues,False,1845.0,93.90175462007643,65,0.9390175462007643,61.03614050304968,100.0,2.94189372977536,61.34663341645885,ChIJwU4VXLjzNIgRtg5K3uu7uYs,0.0,70.7,Stable
William Penn Tavern,4.3,677,"3810 Butler St, Pittsburgh, PA 15201, USA",1.0,OPERATIONAL,Lawrenceville,william penn tavern,False,677.0,81.3957675617464,85,0.8139576756174639,69.18640242748444,60.0,1.0794916287576795,22.51039068994181,ChIJi32qHBHyNIgRxPtrUFhiLBc,22.2,59.8,At Risk
Lola's Eatery,4.4,392,"3337 Penn Ave, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,lolas eatery,False,392.0,74.58687419523793,85,0.7458687419523793,63.39884306595224,100.0,0.6250527599305914,13.034081463009144,ChIJjzk48mDzNIgRrWSmLUdNN3M,28.4,61.2,Stable
Thai Table & Kitchen,4.8,328,"472 44th St, Pittsburgh, PA 15201, USA",2.0,OPERATIONAL,Lawrenceville,thai table kitchen,False,328.0,72.36752731886892,100,0.7236752731886893,72.36752731886892,100.0,0.5230033297378418,10.906068162926019,ChIJ9w2zjBDzNIgRW-TDzTHGVVg,45.6,64.6,Stable
DiAnoia's Eatery,4.6,2329,"2549 Penn Ave, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Lawrenceville,dianoias eatery,False,2329.0,96.80900155830795,100,0.9680900155830795,96.80900155830795,100.0,3.713642545608029,77.43973399833749,ChIJR-ud98TzNIgREwnaG2ksz6k,20.9,86.8,Thriving
AGORA MEDITERRANEAN CUISINE,5.0,2,"4130 Butler St, Pittsburgh, PA 15201, USA",,OPERATIONAL,Lawrenceville,agora mediterranean cuisine,False,2.0,13.716884515606498,100,0.13716884515606498,13.716884515606498,60.0,0.0031890446935234256,0.06650041562759768,ChIJA8xaNcLzNIgRDmdSMNCFUsM,96.0,26.8,Critical
Soju,4.6,518,"4923 Penn Ave, Pittsburgh, PA 15224, USA",2.0,OPERATIONAL,Lawrenceville,soju,False,518.0,78.05906091950273,100,0.7805906091950273,78.05906091950273,100.0,0.8259625756225673,17.223607647547798,ChIJOwT0MkLyNIgRkWGbjvbtOM8,15.9,66.0,Stable
Grist House Craft Brewery,4.8,739,"10 E Sherman St, Pittsburgh, PA 15209, USA",2.0,OPERATIONAL,Lawrenceville,grist house craft brewery,False,739.0,82.48829780427491,100,0.8248829780427491,82.48829780427491,100.0,1.1783520142569057,24.57190357439734,ChIJxVy9G6nzNIgRLFFQap_SmqM,55.9,73.8,Stable
El Rincon Oaxaqueño,4.6,69,"3817 Butler St, Pittsburgh, PA 15201, USA",1.0,OPERATIONAL,Lawrenceville,el rincon oaxaqueo,False,69.0,53.04520912554612,100,0.5304520912554612,53.04520912554612,60.0,0.11002204192655818,2.29426433915212,ChIJZ5ZEkM7zNIgRbD1UL6cJ2m0,2.8,41.5,At Risk
Kazoku Sushi @Lawrence Hall,4.3,12,"4609 Butler St Lawrence Hall, Pittsburgh, PA 15201, USA",,OPERATIONAL,Lawrenceville,kazoku sushi lawrence hall,False,12.0,32.025050591171556,85,0.32025050591171556,27.221293002495823,60.0,0.01913426816114055,0.399002493765586,ChIJa0KmcmvzNIgRe89DrhsVJkM,2.8,27.1,Critical
Coop De Ville,4.2,1248,"2305 Smallman St, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,coop de ville,False,1248.0,89.02388846101525,65,0.8902388846101524,57.86552749965991,100.0,1.273278319579895,41.49625935162094,ChIJR8TLzHzzNIgReN19aeZvS6k,25.6,67.9,Stable
Novo Asian Food Hall,4.4,520,"1931 Smallman St, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,novo asian food hall,False,520.0,78.10708269544438,85,0.7810708269544437,66.39102029112772,100.0,0.5305326331582896,17.290108063175396,ChIJxTA1HUbzNIgRO8FSP4Q1wAA,46.2,65.6,Stable
Tapville Social - Pittsburgh,4.2,139,"1447 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,tapville social pittsburgh,False,139.0,61.69959969274586,65,0.6169959969274587,40.10473980028481,60.0,0.14181545386346586,4.6217788861180376,ChIJ1c_mEcDzNIgRbBNT0xiFqiQ,63.2,46.6,At Risk
Cellars Speakeasy,4.4,261,"2400 Smallman St Suite 100, Pittsburgh, PA 15222, USA",1.0,OPERATIONAL,Strip District,cellars speakeasy,False,261.0,69.52438024683119,85,0.6952438024683119,59.09572320980651,60.0,0.26628657164291075,8.678304239401497,ChIJDX1xhyjzNIgRCKQBpBVyWfg,35.9,52.5,At Risk
Roland's Seafood Grill,4.3,3723,"1904 Penn Ave, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,rolands seafood grill,False,3007.5,100.0,85,1.0,85.0,100.0,3.0684171042760693,100.0,ChIJ41z6CN3zNIgR_ECPHXVS9Nc,69.0,92.4,Thriving
Eleven,4.6,1798,"1150 Smallman St, Pittsburgh, PA 15222, USA",4.0,OPERATIONAL,Strip District,eleven,False,1798.0,93.57974753932334,100,0.9357974753932333,93.57974753932334,50.0,1.8344186046511628,59.78387364921031,ChIJWc78NOLzNIgRcQKCaa4pSCU,51.8,77.8,Stable
Luke Wholey's Wild Alaskan Grille,4.5,2073,"2106 Penn Ave, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,luke wholeys wild alaskan grille,False,2073.0,95.35580769503974,100,0.9535580769503974,95.35580769503974,100.0,2.1149887471867967,68.92768079800499,ChIJlSQhw9zzNIgRulyV3c9lAFY,41.5,86.7,Thriving
Atria's - Strip District,5.0,2,"2350 Railroad St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,atrias strip district,False,2.0,13.716884515606498,100,0.13716884515606498,13.716884515606498,60.0,0.002040510127531883,0.06650041562759768,ChIJWWRzJo3zNIgRO8pOAXn7ZSo,94.0,26.6,Critical
Juniper Grill - Strip District,4.3,6,"2350 Railroad St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,juniper grill strip district,False,6.0,24.29594595623711,85,0.24295945956237108,20.65155406280154,60.0,0.006121530382595649,0.199501246882793,ChIJ-xzXeNLzNIgR3Spp_YxiZBY,95.2,32.0,Critical
Cinderlands Warehouse,4.3,560,"2601 Smallman St, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,cinderlands warehouse,False,560.0,79.03065674091008,85,0.7903065674091008,67.17605822977356,100.0,0.5713428357089272,18.620116375727346,ChIJM5JDtenzNIgRsIpiW9_DigU,16.6,63.3,Stable
Helltown Brewing - Strip District,4.5,323,"1700 Penn Ave, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,helltown brewing strip district,False,323.0,72.17631919682546,100,0.7217631919682547,72.17631919682546,60.0,0.3295423855963991,10.739817123857023,ChIJAS82ZknzNIgRwpAOZRJjAzk,0.0,53.9,At Risk
Federal Galley,4.5,2577,"200 Children's Way, Pittsburgh, PA 15212, USA",2.0,OPERATIONAL,Strip District,federal galley,False,2577.0,98.07187021130385,100,0.9807187021130385,98.07187021130385,100.0,2.629197299324831,85.68578553615959,ChIJZapX9vjzNIgRSu7rbfVfChA,16.6,88.4,Thriving
Little Bangkok in the Strip,4.8,1366,"1906 Penn Ave, Pittsburgh, PA 15222, USA",1.0,OPERATIONAL,Strip District,little bangkok in the strip,False,1366.0,90.15103426334352,100,0.9015103426334352,90.15103426334352,60.0,1.3936684171042761,45.41978387364921,ChIJ_VG7C93zNIgR7MsvZAToDto,27.8,72.7,Stable
City Winery Pittsburgh,4.3,962,"1627 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,city winery pittsburgh,False,962.0,85.77705732741158,85,0.8577705732741158,72.91049872829984,60.0,0.9814853713428358,31.98669991687448,ChIJB6QRph7zNIgRBnXqHdZ8Onk,62.2,67.6,Stable
Preeti's Pitt LLC,4.2,468,"2701 Penn Ave, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,preetis pitt llc,False,468.0,76.7942510259272,65,0.767942510259272,49.91626316685268,60.0,0.47747936984246064,15.561097256857856,ChIJZSp_uMXzNIgRfjYvmWaoQis,2.8,49.6,At Risk
Mola,4.0,27,"1931 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,mola,False,27.0,41.6047270906366,65,0.416047270906366,27.04307260891379,60.0,0.02754688672168042,0.8977556109725684,ChIJC7mbagDzNIgRosRJKlxFSM8,0.0,29.7,Critical
Wigle Whiskey Distillery,4.6,571,"2401 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,wigle whiskey distillery,False,571.0,79.27310409377823,100,0.7927310409377822,79.27310409377823,60.0,0.5825656414103526,18.985868661679135,ChIJGZjJZ8PzNIgRQYLtIGvqt0g,35.9,63.0,Stable
PaPa J's Twin Plaza,4.4,420,"2016 Smallman St, Pittsburgh, PA 15222, USA",3.0,OPERATIONAL,Strip District,papa js twin plaza,False,420.0,75.44617660368544,85,0.7544617660368544,64.12925011313263,80.0,0.42850712678169545,13.96508728179551,ChIJNepsId3zNIgRQqFF2SGWTQI,35.3,59.5,At Risk
Teocalli,4.8,64,"1831 E Carson St, Pittsburgh, PA 15203, USA",,OPERATIONAL,Strip District,teocalli,False,64.0,52.11992319328081,100,0.5211992319328081,52.11992319328081,60.0,0.06529632408102026,2.1280133000831256,ChIJ75WKNgDxNIgRMLRVKrjv6ng,83.8,49.0,At Risk
Iron Born Pizza & Pasta | Strip District,4.5,993,"1806 Smallman St, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,iron born pizza pasta strip district,False,993.0,86.17264998514199,100,0.8617264998514199,86.17264998514199,100.0,1.01311327831958,33.01745635910224,ChIJMUZha1nzNIgRuii2YvwHVEE,55.3,77.2,Stable
Kelly O's Diner in the Strip,4.6,3006,"100 24th St, Pittsburgh, PA 15222, USA",1.0,OPERATIONAL,Strip District,kelly os diner in the strip,False,3006.0,99.9937732624327,100,0.999937732624327,99.9937732624327,60.0,3.06688672168042,99.9501246882793,ChIJC5mCXMPzNIgRiI9oZz5oGPc,48.4,88.8,Thriving
Sea Monkey,4.0,52,"2305 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,sea monkey,False,52.0,49.57166075164224,65,0.4957166075164224,32.22157948856746,60.0,0.05305326331582896,1.7290108063175393,ChIJhWoTEgDzNIgRU4kYvdm7WZY,79.4,41.7,At Risk
The Smash Shack,4.8,133,"401 E Ohio St, Pittsburgh, PA 15212, USA",,OPERATIONAL,Strip District,the smash shack,False,133.0,61.15269563688983,100,0.6115269563688983,61.15269563688983,60.0,0.13569392348087023,4.422277639235245,ChIJB-brKWjzNIgRoEfIRvz0FU8,45.0,50.9,At Risk
Shorty's Pins x Pints,4.0,487,"353 North Shore Drive, Pittsburgh, PA 15212, USA",2.0,OPERATIONAL,Strip District,shortys pins x pints,False,487.0,77.29008897234283,65,0.7729008897234283,50.23855783202284,100.0,0.49686421605401354,16.192851205320032,ChIJA0vavKb1NIgRlPNE-6MDxjc,25.6,58.2,At Risk
Pamela's Diner,4.7,3235,"60 21st St, Pittsburgh, PA 15222, USA",1.0,OPERATIONAL,Strip District,pamelas diner,False,3007.5,100.0,100,1.0,100.0,60.0,3.0684171042760693,100.0,ChIJE4Rn39zzNIgReCoU59ojZys,70.1,91.0,Thriving
Mullaney's Harp & Fiddle Irish Pub,4.5,776,"2329 Penn Ave, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,mullaneys harp fiddle irish pub,False,776.0,83.09747453960976,100,0.8309747453960976,83.09747453960976,100.0,0.7917179294823706,25.802161263507895,ChIJu7QfWMPzNIgRRaou7cEJEUk,22.8,71.0,Stable
The Woods House,4.6,302,"4604 Monongahela St, Pittsburgh, PA 15207, USA",2.0,OPERATIONAL,Strip District,the woods house,False,302.0,71.33964716635465,100,0.7133964716635466,71.33964716635465,100.0,0.3081170292573143,10.041562759767247,ChIJO2Cv177xNIgRi0aq2UOMD1E,32.5,62.6,Stable
Local Provisions,4.5,116,"1111 Freeport Rd, Pittsburgh, PA 15238, USA",,OPERATIONAL,Strip District,local provisions,False,116.0,59.45881962238455,100,0.5945881962238455,59.45881962238455,60.0,0.11834958739684921,3.8570241064006647,ChIJ2bAS2yHtNIgRKnrypJFSNOE,12.5,46.5,At Risk
Sandbox VR,5.0,5004,"1681 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,sandbox vr,False,3007.5,100.0,100,1.0,100.0,60.0,3.0684171042760693,100.0,ChIJDcKfuBTzNIgRyANv9mblUsc,38.1,87.8,Thriving
Siempre Algo,4.7,312,"414 E Ohio St, Pittsburgh, PA 15212, USA",,OPERATIONAL,Strip District,siempre algo,False,312.0,71.74506091080177,100,0.7174506091080177,71.74506091080177,60.0,0.3183195798949737,10.374064837905236,ChIJ-2C3sPfzNIgRpVpqW11Hncs,32.5,56.9,At Risk
Layali Cafe & Restaurant,4.7,385,"2533 Penn Ave, Pittsburgh, PA 15222, USA",2.0,OPERATIONAL,Strip District,layali cafe restaurant,False,385.0,74.36247913240196,100,0.7436247913240196,74.36247913240196,100.0,0.3927981995498875,12.80133000831255,ChIJ32HHK-7zNIgR2F3P1Ze_Veo,16.6,63.2,Stable
Strip District Terminal,4.6,994,"2101 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,strip district terminal,False,994.0,86.18520468338757,100,0.8618520468338756,86.18520468338757,60.0,1.0141335333833459,33.05070656691604,ChIJOXo0wf_zNIgRQrFPSb4DtkA,32.5,68.9,Stable
Aslin Beer Company,4.0,354,"1801 Smallman St, Pittsburgh, PA 15222, USA",,OPERATIONAL,Strip District,aslin beer company,False,354.0,73.3171860638144,65,0.733171860638144,47.65617094147936,60.0,0.3611702925731433,11.770573566084789,ChIJz9emgbfzNIgRE1o0-0035ns,39.4,51.0,At Risk
Casa del Tequila Fine Eatery,4.9,103,"1731 Murray Ave, Pittsburgh, PA 15217, USA",,OPERATIONAL,Squirrel Hill,casa del tequila fine eatery,False,103.0,57.9882222927708,100,0.579882222927708,57.9882222927708,60.0,0.15369820768325237,3.42477140482128,ChIJrYxVSgDxNIgRN34zzur-iPs,45.0,48.8,At Risk
Silk Elephant,4.2,638,"1712 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,silk elephant,False,638.0,80.65608249291813,65,0.8065608249291812,52.42645362039678,100.0,0.9520335582710195,21.213632585203655,ChIJU-45Yv_xNIgRciJEiRDX_LU,25.6,60.7,Stable
Chengdu Gourmet（Squirrel Hill),4.4,971,"5840 Forward Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,chengdu gourmetsquirrel hill,False,971.0,85.89320371243197,85,0.8589320371243198,73.00922315556718,100.0,1.4489413559265831,32.28595178719867,ChIJLd3F_PzxNIgRDq8xAmHQ18Q,38.7,71.4,Stable
Squirrel Hill Cafe,4.5,533,"5802 Forbes Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,squirrel hill cafe,False,533.0,78.4148014034619,100,0.7841480140346189,78.4148014034619,60.0,0.7953509193706166,17.72236076475478,ChIJYQ2K2gHyNIgRC27oOC1d4h4,28.4,61.5,Stable
Taiwanese Bistro Cafe 33,4.5,1414,"1711 Shady Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,taiwanese bistro cafe 33,False,1414.0,90.58192607193918,100,0.9058192607193918,90.58192607193918,100.0,2.109992870525426,47.01579384871156,ChIJR0IGCADyNIgRvOjy0MNoRTs,51.8,81.6,Thriving
Sichuan Gourmet,4.0,730,"1900 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,sichuan gourmet,False,730.0,82.33551436531869,65,0.8233551436531868,53.51808433745715,100.0,1.0893173942599441,24.27265170407315,ChIJjWC6Ef_xNIgRyJodJrEpjAc,29.7,62.4,Stable
Aladdin's Eatery Squirrel Hill,4.5,890,"5878 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,aladdins eatery squirrel hill,False,890.0,84.80681043063315,100,0.8480681043063315,84.80681043063315,100.0,1.3280718916319867,29.59268495428097,ChIJz2YHEADyNIgR3i06eMICpDM,20.4,72.4,Stable
Hemlock House,4.6,250,"1126 S Braddock Ave, Swissvale, PA 15218, USA",,OPERATIONAL,Squirrel Hill,hemlock house,False,250.0,68.98885133933351,100,0.689888513393335,68.98885133933351,60.0,0.37305390214381645,8.312551953449708,ChIJPbf6Ku7vNIgRmEP17RTpFfU,19.4,53.6,At Risk
Hokkaido Seafood Buffet,3.7,3012,"4612 Browns Hill Rd, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,hokkaido seafood buffet,False,3007.5,100.0,20,1.0,20.0,100.0,4.487838442790112,100.0,ChIJdyHrh97xNIgRhSG-7v6c1So,25.6,68.6,Stable
Everyday Noodles,4.6,2213,"5875 Forbes Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,everyday noodles,False,2213.0,96.17139164606807,100,0.9617139164606807,96.17139164606807,60.0,3.3022731417770634,73.58270989193683,ChIJY7-zEQDyNIgRnr2vhjLZ77w,5.6,78.3,Stable
Mineo's Pizza House,4.5,2965,"2128 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,mineos pizza house,False,2965.0,99.8223620651402,100,0.998223620651402,99.8223620651402,100.0,4.424419279425663,98.58686616791356,ChIJPUJMmf7xNIgRGE-k0pnaxro,29.7,92.7,Thriving
Amazing Dumplings,4.5,223,"5882 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,amazing dumplings,False,223.0,67.56789879223584,100,0.6756789879223584,67.56789879223584,100.0,0.3327640807122843,7.414796342477141,ChIJ1-wrqeLzNIgRdgQMOvkxIuU,35.9,60.2,Stable
Upstreet Diner,4.4,272,"1711 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,upstreet diner,False,272.0,70.03788106301516,85,0.7003788106301516,59.532198903562886,100.0,0.40588264553247233,9.044056525353284,ChIJh9UePtzzNIgRsWPBOb3uS9w,26.2,57.8,At Risk
Kiin Lao & Thai Eatery,4.3,432,"5846 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,kiin lao thai eatery,False,432.0,75.7970843749608,85,0.7579708437496081,64.42752171871669,100.0,0.6446371429045148,14.364089775561094,ChIJ2bCX4u3zNIgRffs3LXEuos4,41.5,63.4,Stable
Napoli Pizzeria,4.3,642,"2006 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,napoli pizzeria,False,642.0,80.73399629553977,85,0.8073399629553977,68.6238968512088,60.0,0.9580024207053207,21.346633416458854,ChIJ-7t67_7xNIgRT00uAV8ynN4,19.4,58.9,At Risk
Chow's Kitchen,4.6,69,"5829 Forbes Ave, Pittsburgh, PA 15217, USA",,OPERATIONAL,Squirrel Hill,chows kitchen,False,69.0,53.04520912554612,100,0.5304520912554612,53.04520912554612,60.0,0.10296287699169335,2.29426433915212,ChIJ99yWgMHzNIgRKeIeWKojqHM,12.5,42.4,At Risk
Tasty Noodle 西安面馆,4.6,57,"5824 Forbes Ave Lower Level, Pittsburgh, PA 15217, USA",,OPERATIONAL,Squirrel Hill,tasty noodle,False,57.0,50.697255467067436,100,0.5069725546706744,50.697255467067436,60.0,0.08505628968879016,1.8952618453865338,ChIJbRdH5cjzNIgRW5ji1lbtGVg,29.0,42.6,At Risk
Hidden Harbor,4.6,763,"1708 Shady Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,hidden harbor,False,763.0,82.8868097073795,100,0.828868097073795,82.8868097073795,100.0,1.1385605093429279,25.36990856192851,ChIJLZHGBgDyNIgR_loKsLl7JI4,42.2,72.8,Stable
Bangkok Balcony,4.2,379,"5846 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,bangkok balcony,False,379.0,74.16687753900321,65,0.7416687753900321,48.208470400352084,100.0,0.5655497156500258,12.60182876142976,ChIJl_sqJADyNIgRQFP6M9vWblk,0.0,53.6,At Risk
Thai Cottage,4.6,728,"1109 S Braddock Ave, Pittsburgh, PA 15218, USA",2.0,OPERATIONAL,Squirrel Hill,thai cottage,False,728.0,82.30130709363898,100,0.8230130709363898,82.30130709363898,100.0,1.0863329630427936,24.206151288445554,ChIJ24QQrXXuNIgRBYsiNnow9JA,51.8,73.2,Stable
Viet Nom Nom,4.5,155,"1715 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,viet nom nom,False,155.0,63.050716241177554,100,0.6305071624117755,63.050716241177554,60.0,0.2312934193291662,5.15378221113882,ChIJCf4rh9jxNIgRL_6dlkxAA6I,46.2,52.2,At Risk
Fresh Garden Kitchen-鑫福源,4.0,64,"2209 Murray Ave, Pittsburgh, PA 15217, USA",,OPERATIONAL,Squirrel Hill,fresh garden kitchen,False,64.0,52.11992319328081,65,0.5211992319328081,33.877950075632526,60.0,0.09550179894881701,2.1280133000831256,ChIJXXc4Ds3xNIgRaOuJGK8Eq-k,31.2,38.2,Critical
Took Took 98 | Thai Street Food Restaurant,4.3,343,"2018 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,took took 98 thai street food restaurant,False,343.0,72.92418620982151,85,0.7292418620982152,61.98555827834829,100.0,0.5118299537413161,11.404821280133,ChIJg4iqU1zxNIgRpPPslHG6YxA,12.5,58.4,At Risk
Waffallonia,4.6,603,"1709 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,waffallonia,False,603.0,79.9527628319884,100,0.799527628319884,79.9527628319884,60.0,0.8998060119708853,20.049875311720697,ChIJleE02AHyNIgRsQ8kBSbcncw,35.9,63.6,Stable
diners 2+1,4.6,304,"1722 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,diners 21,False,304.0,71.42178987285284,100,0.7142178987285285,71.42178987285284,100.0,0.4536335450068808,10.108063175394845,ChIJc7q2DTvxNIgR5K3SOPvVKUw,6.2,60.0,Stable
Thai Tapas And Wine Bar,5.0,1,"1712 Murray Ave, Pittsburgh, PA 15217, USA",,OPERATIONAL,Squirrel Hill,thai tapas and wine bar,False,1.0,8.654390567199746,100,0.08654390567199746,8.654390567199746,60.0,0.0014922156085752658,0.03325020781379884,ChIJJT13ndXxNIgRVWvvfL5js2w,0.0,14.2,Critical
GREEN PEPPER,4.2,467,"2020 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,green pepper,False,467.0,76.76760075678405,65,0.7676760075678405,49.898940491909634,100.0,0.6968646892046492,15.527847049044057,ChIJwy6Z7v7xNIgRVHQFJTCXZIA,41.5,59.5,At Risk
