name,rating,review_count,address,price_level,business_status,neighborhood,name_clean,is_chain,review_count_capped,popularity_score,rating_score,rating_confidence,adjusted_rating_score,price_score,dominance_raw,dominance_score,place_id,recency_score,health_score,health_category
Turkish Kebab House,4.5,1033,"5819 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,turkish kebab house,False,1033.0,86.66524429803873,100,0.8666524429803873,86.66524429803873,100.0,1.5414587236582495,34.347464671654194,ChIJt-D2X5_zNIgRz9ps_RHI-Og,25.6,74.7,Stable
Thai & Noodle Outlet,4.5,423,"5813 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,thai noodle outlet,False,423.0,75.53483245324148,100,0.7553483245324147,75.53483245324148,100.0,0.6312072024273374,14.064837905236907,ChIJ3TSizQHyNIgR7BC1XJB1zFE,55.9,68.0,Stable
Ramen Bar,4.5,1906,"5860 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,ramen bar,False,1906.0,94.30766536200483,100,0.9430766536200482,94.30766536200483,100.0,2.8441629499444567,63.37489609310059,ChIJXR5HGADyNIgRlG94zJiYKZE,38.7,85.0,Thriving
How Lee | Chinese Restaurant,3.9,701,"5888 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,how lee chinese restaurant,False,701.0,81.83009470519079,40,0.8183009470519078,32.73203788207631,100.0,1.0460431416112614,23.308395677472983,ChIJG-eFCADyNIgRTaCHY2zqm1w,16.6,54.5,At Risk
Dobrá Tea Pittsburgh,4.7,1104,"1937 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,dobr tea pittsburgh,False,1104.0,87.49442305037724,100,0.8749442305037723,87.49442305037724,100.0,1.6474060318670936,36.70822942643392,ChIJxYa44v7xNIgRM0tbj-YIWG4,38.0,76.8,Stable
The Mediterranean Grill,4.6,315,"5835 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,the mediterranean grill,False,315.0,71.86416177911877,100,0.7186416177911877,71.86416177911877,100.0,0.4700479167012087,10.473815461346632,ChIJEfGbKwDyNIgR-iKYm8ZnK9U,26.2,62.3,Stable
"Pastoli's Pizza, Pasta & Paisans",4.4,534,"1900 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,pastolis pizza pasta paisans,False,534.0,78.43816089830786,85,0.7843816089830785,66.67243676356168,100.0,0.7968431349791919,17.75561097256858,ChIJS4w6F__xNIgRHBCgNlvm6hY,0.0,61.2,Stable
Stuntpig,4.9,173,"1707 Murray Ave, Pittsburgh, PA 15217, USA",,OPERATIONAL,Squirrel Hill,stuntpig,False,173.0,64.41413998267394,100,0.6441413998267395,64.41413998267394,60.0,0.258153300283521,5.752285951787199,ChIJU4VRX7qhVkoR7vrWTlr3iUk,29.0,51.4,At Risk
New Dumpling & Sushi House,4.2,343,"2138 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,new dumpling sushi house,False,343.0,72.92418620982151,65,0.7292418620982152,47.400721036383985,60.0,0.5118299537413161,11.404821280133,ChIJo4Minv7xNIgRVktnEAAFCBU,12.5,48.1,At Risk
Yukiyama | Japanese Restaurant,4.2,190,"2121 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,yukiyama japanese restaurant,False,190.0,65.57802857298002,65,0.6557802857298002,42.62571857243701,60.0,0.2835209656293005,6.317539484621778,ChIJVVVJhf7xNIgRO6i9n8IDVUk,2.8,42.7,At Risk
Tan Lac Vien Vietnamese Bistro,4.4,499,"2114 Murray Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,tan lac vien vietnamese bistro,False,499.0,77.59339894072728,85,0.7759339894072729,65.9543890996182,100.0,0.7446155886790576,16.59185369908562,ChIJfWX-mf7xNIgRE9ZKdBmUiFE,42.8,64.8,Stable
T-Swirl Crepe,4.6,379,"1714 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,tswirl crepe,False,379.0,74.16687753900321,100,0.7416687753900321,74.16687753900321,60.0,0.5655497156500258,12.60182876142976,ChIJ6WqCYf_xNIgRLF0LEZn2XH0,29.7,58.4,At Risk
Aiello's Pizza Squirrel Hill,4.4,1434,"2112 Murray Ave # 1, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,aiellos pizza squirrel hill,False,1434.0,90.75716609039522,85,0.9075716609039521,77.14359117683593,60.0,2.1398371826969314,47.68079800498754,ChIJO1Y0l_7xNIgRD-FhmdnGPsA,58.0,72.3,Stable
Yue Bai Wei 悅百味,4.1,171,"5874 Forbes Ave, Pittsburgh, PA 15217, USA",2.0,OPERATIONAL,Squirrel Hill,yue bai wei,False,171.0,64.26979564262177,65,0.6426979564262177,41.775367167704154,100.0,0.25516886906637043,5.6857855361596,ChIJr5-PxPTzNIgRQkBX3TxkspU,19.4,49.6,At Risk
Bosphorus Mediterranean Cuisine,4.6,983,"7600 Forbes Ave, Pittsburgh, PA 15221, USA",2.0,OPERATIONAL,Squirrel Hill,bosphorus mediterranean cuisine,False,983.0,86.04640374925458,100,0.8604640374925457,86.04640374925458,100.0,1.4668479432294863,32.684954280964256,ChIJq1hYRLHtNIgRdCtW_bZslaA,33.5,74.9,Stable
Frick Park Tavern,4.5,226,"1100 S Braddock Ave, Swissvale, PA 15218, USA",,OPERATIONAL,Squirrel Hill,frick park tavern,False,226.0,67.73400740214194,100,0.6773400740214194,67.73400740214194,60.0,0.3372407275380101,7.514546965918536,ChIJT2VbCRvvNIgRmRFQP6K9iXw,34.2,54.2,At Risk
98K Halal Fried Chicken & Sandwiches,4.5,296,"5867 Forbes Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,98k halal fried chicken sandwiches,False,296.0,71.08992591502667,100,0.7108992591502666,71.08992591502667,60.0,0.4416958201382787,9.842061512884454,ChIJWzNtxbfzNIgRJXA9L56crus,19.4,55.1,At Risk
Maya Sushi,4.6,230,"2103 Murray Ave, Pittsburgh, PA 15217, USA",1.0,OPERATIONAL,Squirrel Hill,maya sushi,False,230.0,67.95210284005077,100,0.6795210284005078,67.95210284005077,60.0,0.34320958997231116,7.647547797173733,ChIJMaOoKfDxNIgRRtdwslgnQNY,43.2,55.2,At Risk
Cafe Du Jour,4.8,260,"1107 E Carson St, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,cafe du jour,False,260.0,69.47663393108068,100,0.6947663393108069,69.47663393108068,60.0,0.33640743289745356,8.645054031587698,ChIJzcfPD0LxNIgRtxMnMJi_aes,25.6,54.5,At Risk
Carmella's Plates & Pints,4.6,1041,"1908 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,carmellas plates pints,False,1041.0,86.76147326264412,100,0.8676147326264412,86.76147326264412,100.0,1.3469236063317276,34.61346633416459,ChIJ0fRwkm7xNIgR4aK-gr_V2RY,2.8,72.5,Stable
Fat Head's Saloon,4.5,3151,"1805 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,fat heads saloon,False,3007.5,100.0,100,1.0,100.0,100.0,3.8913282863041982,100.0,ChIJdZjQx27xNIgROx5Oy5ORrK0,38.7,93.9,Thriving
The Urban Tap - Southside,4.4,1157,"1209 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,the urban tap southside,False,1157.0,88.07936364800845,85,0.8807936364800845,74.86745910080718,100.0,1.4970130763936684,38.47049044056526,ChIJ0f005GnxNIgR97iNHfJPwho,12.5,70.9,Stable
Cold Friends Kitchen,4.9,123,"2120 Jane St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,cold friends kitchen,False,123.0,60.18433095106745,100,0.6018433095106746,60.18433095106745,100.0,0.15914659325533378,4.089775561097256,ChIJs5Fik-rxNIgR59tt6WLL22I,58.2,57.5,At Risk
Streets,4.6,470,"1120 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,streets,False,470.0,76.84738151611374,100,0.7684738151611374,76.84738151611374,100.0,0.608121128699243,15.627597672485452,ChIJjxOdCELxNIgREF2hytDWW6w,23.8,65.8,Stable
Sushi Tomo South Side,4.8,57,"2122 E Carson St, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,sushi tomo south side,False,57.0,50.697255467067436,100,0.5069725546706744,50.697255467067436,60.0,0.07375086028905713,1.8952618453865338,ChIJSRaTwRDxNIgRCeRoYXyWHEE,69.0,46.6,At Risk
HISTORIC BEDFORD HOUSE PGH,4.9,54,"51 S 12th St, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,historic bedford house pgh,False,54.0,50.03414497031644,100,0.5003414497031644,50.03414497031644,60.0,0.06986923606331728,1.7955112219451372,ChIJkfjq4WnxNIgRjEV1muj6m9I,83.8,47.7,At Risk
Twelve Whiskey Barbecue,4.1,642,"1222 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,twelve whiskey barbecue,False,642.0,80.73399629553977,65,0.8073399629553977,52.47709759210085,100.0,0.8306675843083277,21.346633416458854,ChIJPQBa7mnxNIgRrZuzs6OPCuc,34.2,61.6,Stable
Dish Osteria Bar,4.9,652,"128 S 17th St, Pittsburgh, PA 15203, USA",3.0,OPERATIONAL,South Side,dish osteria bar,False,652.0,80.92667984723396,100,0.8092667984723395,80.92667984723396,80.0,0.8436063317274605,21.679135494596842,ChIJA8Cr32vxNIgRTtKdJVxfpH8,42.8,68.1,Stable
La Palapa,4.5,1228,"2224 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,la palapa,False,1228.0,88.82234015633685,100,0.8882234015633684,88.82234015633685,100.0,1.5888781830695113,40.831255195344966,ChIJ7ZiQ9W7xNIgRt5WKRIutn08,9.7,75.4,Stable
The Factory South Shore,4.1,138,"300 W Station Square Dr, Pittsburgh, PA 15219, USA",,OPERATIONAL,South Side,the factory south shore,False,138.0,61.61009646822917,65,0.6161009646822917,40.04656270434896,60.0,0.17855471438403303,4.58852867830424,ChIJR65OfE3xNIgRwwJ9GfSfzCw,29.0,43.1,At Risk
Thai Me Up,4.5,915,"118 S 23rd St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,thai me up,False,915.0,85.1523124524622,100,0.851523124524622,85.1523124524622,100.0,1.1838953888506538,30.423940149625935,ChIJXfIN9m7xNIgRyqsVaf_yOWQ,29.0,73.6,Stable
La Bodega,4.2,309,"1502 E Carson St #189, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,la bodega,False,309.0,71.62481298597699,65,0.7162481298597698,46.55612844088504,60.0,0.3998072952512044,10.27431421446384,ChIJVV_6nJ_xNIgRSoAWAJqhnJI,16.6,47.7,At Risk
Piper's Pub,4.7,1749,"1828 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,pipers pub,False,1749.0,93.23495432976465,100,0.9323495432976465,93.23495432976465,100.0,2.262986923606332,58.15461346633417,ChIJSeDjv27xNIgR1sjjqaBqtFQ,42.2,83.9,Thriving
Birmingham Bridge Tavern,4.6,761,"2901 Sarah St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,birmingham bridge tavern,False,761.0,82.8540819131406,100,0.828540819131406,82.8540819131406,60.0,0.9846386785960083,25.303408146300914,ChIJ3W48jHXxNIgRzYewBlf_lCA,16.6,64.2,Stable
Dive Bar & Grille (South Side),4.4,772,"2132 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,dive bar grille south side,False,772.0,83.03303235085964,85,0.8303303235085965,70.5780774982307,100.0,0.9988713007570544,25.669160432252703,ChIJzZey4HHxNIgRf8mSxBOeOng,33.1,68.2,Stable
Steel Mill Saloon,4.4,650,"1225 Grandview Ave, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,South Side,steel mill saloon,False,650.0,80.88838028851157,85,0.8088838028851156,68.75512324523483,100.0,0.8410185822436339,21.612635078969245,ChIJC2lwoS73NIgRD03ZeaPgShI,40.8,67.2,Stable
Over The Bar Bicycle Cafe,4.5,982,"2518 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,over the bar bicycle cafe,False,982.0,86.03370863239755,100,0.8603370863239754,86.03370863239755,60.0,1.2705849965588438,32.651704073150455,ChIJFRFbt3bxNIgR0M9SxAMqRzg,0.0,65.5,Stable
LA Dolce Vita,4.4,43,"2104 PA-837, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,la dolce vita,False,43.0,47.248053502606666,85,0.4724805350260667,40.160845477215666,60.0,0.05563661390227116,1.42975893599335,ChIJ_yxuUwDxNIgRzcN98Lf1Brs,58.7,41.3,At Risk
Doce Taqueria,4.5,924,"1302 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,doce taqueria,False,924.0,85.27438927198469,100,0.8527438927198469,85.27438927198469,60.0,1.1955402615278734,30.723192019950122,ChIJe1ws7mnxNIgRO0liAjIzxa0,42.8,69.1,Stable
Carson Street Deli & Craft Beer Bar,4.6,577,"1507 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,carson street deli craft beer bar,False,577.0,79.40339028139257,100,0.7940339028139257,79.40339028139257,60.0,0.7465657260839642,19.185369908561928,ChIJZd0nQGnxNIgRVWIUfq3N0l0,16.6,61.2,Stable
Tupelo Honey Southern Kitchen & Bar,4.2,1525,"111 W Station Square Dr, Pittsburgh, PA 15219, USA",2.0,OPERATIONAL,South Side,tupelo honey southern kitchen bar,False,1525.0,91.52484710085548,65,0.9152484710085548,59.49115061555606,100.0,1.9731589814177564,50.70656691604323,ChIJPxm6vcfxNIgRojt2mErBxbY,32.5,71.2,Stable
The Speckled Egg SSW,4.3,215,"428 S 27th St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,the speckled egg ssw,False,215.0,67.11382524841873,85,0.6711382524841873,57.04675146115592,60.0,0.27818306951135585,7.148794679966751,ChIJOQWuFavxNIgRyYajyTDjevA,35.9,50.9,At Risk
The Zenith,4.7,462,"86 S 26th St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,the zenith,False,462.0,76.63348940988266,100,0.7663348940988266,76.63348940988266,60.0,0.5977701307639367,15.361596009975061,ChIJ7ZptpnbxNIgRcyXrZDisGg4,35.3,60.8,Stable
Mario's South Side Saloon,4.1,960,"1514 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,marios south side saloon,False,960.0,85.75109963333593,65,0.8575109963333593,55.73821476166835,100.0,1.2421197522367515,31.92019950124688,ChIJv--DbWnxNIgRR7NSNMmRJOA,25.6,64.8,Stable
Cambod-Ican Kitchen Restaurant,4.6,815,"1701 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,cambodican kitchen restaurant,False,815.0,83.7089466415019,100,0.8370894664150189,83.7089466415019,60.0,1.0545079146593255,27.09891936824605,ChIJaTTi3hXxNIgRB4gYqFZVmWU,55.9,68.9,Stable
Kassab's Lebanese Cuisine,4.6,461,"1207 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,kassabs lebanese cuisine,False,461.0,76.60649340725053,100,0.7660649340725052,76.60649340725053,60.0,0.5964762560220234,15.32834580216126,ChIJUcZs5GnxNIgRDlz3mm9blf8,29.0,60.2,Stable
Slice on Broadway-Southside Works,4.5,161,"2717 Sidney St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,slice on broadwaysouthside works,False,161.0,63.52192862962573,100,0.6352192862962572,63.52192862962573,100.0,0.20831383344803855,5.353283458021613,ChIJzaLdJ9_xNIgRNjcg3jHJMvk,37.2,57.6,At Risk
Dancing Crab Thai Noodle House,4.4,514,"2126 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,dancing crab thai noodle house,False,514.0,77.96245969213984,85,0.7796245969213985,66.26809073831888,100.0,0.6650516173434274,17.090606816292603,ChIJGWNH4HHxNIgRYt3EYmLzA-c,42.2,65.1,Stable
"Waffles, INCaffeinated, South Side",4.2,1443,"2517 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,waffles incaffeinated south side,False,1443.0,90.83522873938837,65,0.9083522873938837,59.04289868060244,100.0,1.8670612525808672,47.98004987531172,ChIJHVYbynbxNIgRuQy3ve8SLac,35.9,70.8,Stable
Cucina Vitale,4.6,478,"661 Andersen Dr #100, Pittsburgh, PA 15220, USA",2.0,OPERATIONAL,South Side,cucina vitale,False,478.0,77.05767105720027,100,0.7705767105720026,77.05767105720027,100.0,0.6184721266345492,15.893599334995843,ChIJcRE8sXbxNIgRCl1ddzPyiMA,35.3,67.1,Stable
Smokin' Joe's Saloon,4.4,714,"2001 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,smokin joes saloon,False,714.0,82.059195561488,85,0.82059195561488,69.75031622726479,100.0,0.923826565726084,23.74064837905237,ChIJT42nXW7xNIgRc_TKySMF3x8,12.5,65.4,Stable
Capo's,4.1,503,"1401 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,capos,False,503.0,77.69288668904935,65,0.7769288668904935,50.500376347882074,100.0,0.6508189951823813,16.724854530340817,ChIJPbrJmGnxNIgRrKisk-sNAaE,25.6,58.5,At Risk
Ruggers Pub,4.7,658,"40 S 22nd St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,ruggers pub,False,658.0,81.04087862828993,100,0.8104087862828994,81.04087862828993,60.0,0.8513695801789402,21.878636741479635,ChIJnwBVJXDxNIgRba_KkTeifQ0,49.7,65.9,Stable
Benny Fierro's,4.7,1236,"1906 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,benny fierros,False,1236.0,88.90335031143465,100,0.8890335031143465,88.90335031143465,60.0,1.5992291810048176,41.09725685785536,ChIJz1REkm7xNIgRaCxSYHQ0JeQ,25.6,71.1,Stable
Cilantro & Ajo South Side,4.6,920,"901 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,cilantro ajo south side,False,920.0,85.22028021068783,100,0.8522028021068783,85.22028021068783,60.0,1.1903647625602203,30.59019118869493,ChIJb2a-1drxNIgR6frl-1OAOyI,43.8,69.1,Stable
Kura Revolving Sushi Bar,4.3,1184,"415 Cinema Dr, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,kura revolving sushi bar,False,1184.0,88.36713776243504,85,0.8836713776243503,75.11206709806977,60.0,1.531947694425327,39.368246051537824,ChIJSSUIayHxNIgRfQuVRKouVKU,55.3,69.5,Stable
Layne's Chicken Fingers - Pittsburgh,4.7,200,"1210 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,laynes chicken fingers pittsburgh,False,200.0,66.21518958529659,100,0.6621518958529659,66.21518958529659,60.0,0.2587749483826566,6.6500415627597675,ChIJoeWJvRzxNIgRHdsBO4ggxnY,35.2,53.2,At Risk
SouthSide Works,4.3,3022,"424 S 27th St Suite 300, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,southside works,False,3007.5,100.0,85,1.0,85.0,60.0,3.8913282863041982,100.0,ChIJCw5nRXbxNIgRPIuFo-q80no,29.0,82.4,Thriving
South Side BBQ Company,4.0,407,"75 S 17th St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,south side bbq company,False,407.0,75.05455607430214,65,0.7505455607430215,48.785461448296395,100.0,0.5266070199587062,13.532834580216127,ChIJ3wKdPGnxNIgRiJtL1pd8CF8,19.4,56.1,At Risk
Mike & Tony's Gyros,4.5,1319,"1414 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,mike tonys gyros,False,1319.0,89.71420118752218,100,0.8971420118752218,89.71420118752218,60.0,1.70662078458362,43.857024106400665,ChIJu8_ZdWnxNIgR8N1ozNLZCRY,39.4,73.3,Stable
Moodz Co.,4.4,221,"2210 E Carson St, Pittsburgh, PA 15203, USA",2.0,OPERATIONAL,South Side,moodz co,False,221.0,67.4559191505724,85,0.674559191505724,57.337531277986535,100.0,0.28594631796283554,7.348295926849543,ChIJhRcnX0u6GiQRtGb6eG0egbI,0.0,53.5,At Risk
Tasty Taquitos,4.2,92,"437 S 27th St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,tasty taquitos,False,92.0,56.59243433227446,65,0.5659243433227445,36.78508231597839,60.0,0.11903647625602203,3.059019118869493,ChIJMZ6aegfxNIgRlG2XPGR2rrY,43.8,41.9,At Risk
Lins Asian Fusion,4.4,590,"2018 E Carson St, Pittsburgh, PA 15203, USA",1.0,OPERATIONAL,South Side,lins asian fusion,False,590.0,79.68109788461743,85,0.7968109788461742,67.72893320192482,60.0,0.7633860977288369,19.617622610141314,ChIJywg6QG7xNIgRIBl4ypC_GHA,52.5,61.4,Stable
Wings Over Pittsburgh - Carson St,4.7,340,"2002 E Carson St, Pittsburgh, PA 15203, USA",,OPERATIONAL,South Side,wings over pittsburgh carson st,False,340.0,72.81482218487514,100,0.7281482218487514,72.81482218487514,60.0,0.43991741225051617,11.305070656691605,ChIJ0-YbcUDxNIgRdi2MriaCiTY,15.9,56.0,At Risk
Shiloh Gastro,4.4,1300,"123 Shiloh St, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,shiloh gastro,False,1300.0,89.53317758105325,85,0.8953317758105325,76.10320094389526,100.0,1.07006893713345,43.22527015793848,ChIJwW2TOhvxNIgRjQgQNnvtL1g,28.4,74.0,Stable
Coughlin's Law Kitchen and Ale House,4.4,1526,"10 Virginia Ave, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,coughlins law kitchen and ale house,False,1526.0,91.53302636505445,85,0.9153302636505445,77.80307241029628,100.0,1.256096306204342,50.73981712385702,ChIJ2RRre0vxNIgRuxbJ4vUVihI,28.4,76.3,Stable
Shiloh Plate & Pour,4.8,116,"201 Shiloh St, Pittsburgh, PA 15211, USA",,OPERATIONAL,Mount Washington,shiloh plate pour,False,116.0,59.45881962238455,100,0.5945881962238455,59.45881962238455,60.0,0.09548307439036938,3.8570241064006647,ChIJAdA7-yvxNIgRmmMcB7vqnQ0,62.2,51.5,At Risk
Bigham Tavern,4.5,1983,"321 Bigham St, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,bigham tavern,False,1983.0,94.80189321986644,100,0.9480189321986644,94.80189321986644,100.0,1.6322666941043318,65.93516209476309,ChIJ07YvcLH2NIgRYuOrEBUNga0,46.0,86.4,Thriving
The Summit,4.7,599,"200 Shiloh St, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,the summit,False,599.0,79.86980142142427,100,0.7986980142142427,79.86980142142427,100.0,0.4930548410330281,19.916874480465502,ChIJ09FFvEzxNIgRcfAZqB7fJQQ,33.5,69.3,Stable
Le Mont Restaurant,4.3,1970,"1114 Grandview Ave, Pittsburgh, PA 15211, USA",4.0,OPERATIONAL,Mount Washington,le mont restaurant,False,1970.0,94.71981282181203,85,0.9471981282181203,80.51184089854023,50.0,1.6215660047329972,65.5029093931837,ChIJ06OQr6_2NIgRICqUO8vUW2s,38.7,73.8,Stable
Monterey Bay Fish Grotto,4.7,2839,"1411 Grandview Ave, Pittsburgh, PA 15211, USA",4.0,OPERATIONAL,Mount Washington,monterey bay fish grotto,False,2839.0,99.28035776541364,100,0.9928035776541364,99.28035776541364,50.0,2.3368659327091263,94.39733998337488,ChIJPz5dmKX2NIgRgcESndEXxLQ,52.5,86.5,Thriving
Gordo's Tacos & Tequila,4.4,521,"131 Shiloh St, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,gordos tacos tequila,False,521.0,78.13102449828044,85,0.7813102449828044,66.41137082353838,100.0,0.4288507048050211,17.323358270989193,ChIJ97bZIDvxNIgRldtplCLSAPI,51.8,66.1,Stable
The Grandview Saloon,3.9,1030,"1212 Grandview Ave, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,the grandview saloon,False,1030.0,86.62896636543664,40,0.8662896636543664,34.651586546174656,100.0,0.8478238501903488,34.2477140482128,ChIJMUHgoa_2NIgREmd-xXtHlwU,28.4,59.4,At Risk
La Tavola Italiana Restaurant,4.5,515,"1 Boggs Ave, Pittsburgh, PA 15211, USA",2.0,OPERATIONAL,Mount Washington,la tavola italiana restaurant,False,515.0,77.98668015822827,100,0.7798668015822827,77.98668015822827,100.0,0.4239119250951744,17.1238570241064,ChIJNeGZU0rxNIgRF4szdKzPtMI,12.5,65.6,Stable
Alla Famiglia,4.7,1449,"804 E Warrington Ave, Pittsburgh, PA 15210, USA",4.0,OPERATIONAL,Mount Washington,alla famiglia,False,1449.0,90.88700067128597,100,0.9088700067128598,90.88700067128597,50.0,1.1927152999279762,48.17955112219451,ChIJY4oV6DjxNIgRmaNZyV7lqY8,51.8,74.4,Stable
Grand Concourse,4.2,3206,"100 W Station Square Dr, Pittsburgh, PA 15219, USA",3.0,OPERATIONAL,Mount Washington,grand concourse,False,3007.5,100.0,65,1.0,65.0,80.0,2.4755633295606545,100.0,ChIJK0Gg3U3xNIgR91MmvokkqIE,50.5,81.6,Thriving
Cafe Nikos,4.6,224,"212 Shiloh St, Pittsburgh, PA 15211, USA",1.0,OPERATIONAL,Mount Washington,cafe nikos,False,224.0,67.62351423543153,100,0.6762351423543153,67.62351423543153,60.0,0.18438110916760983,7.448046550290939,ChIJG_2yokzxNIgRQgH29RVk_H0,29.0,53.6,At Risk
OTARU Japanese Restaurant Pittsburgh,4.7,466,"1200 Grandview Ave, Pittsburgh, PA 15211, USA",,OPERATIONAL,Mount Washington,otaru japanese restaurant pittsburgh,False,466.0,76.74089348167415,100,0.7674089348167416,76.74089348167415,60.0,0.3835785574647598,15.494596841230257,ChIJx6wmBlL3NIgReTtlci97SsY,21.5,59.5,At Risk
The Foundry | Table & Tap,4.1,922,"381 North Shore Drive, Pittsburgh, PA 15212, USA",2.0,OPERATIONAL,Mount Washington,the foundry table tap,False,922.0,85.24736405287669,65,0.8524736405287668,55.41078663436984,100.0,0.7589258154131083,30.65669160432252,ChIJg888LAD0NIgRv6CEQUat1uc,9.7,62.8,Stable
J & J's Family Restaurant & Catering,4.6,853,"300 Shiloh St, Pittsburgh, PA 15211, USA",1.0,OPERATIONAL,Mount Washington,j js family restaurant catering,False,853.0,84.27725379418044,100,0.8427725379418044,84.27725379418044,60.0,0.7021298487498714,28.362427265170403,ChIJQWJcZ0vxNIgR4EY0p31x-BU,32.1,67.0,Stable
The Getaway Bar & Grill,4.3,537,"3049 Sussex Ave, Pittsburgh, PA 15226, USA",2.0,OPERATIONAL,Mount Washington,the getaway bar grill,False,537.0,78.50797830121758,85,0.7850797830121757,66.73178155603493,100.0,0.4420207840312789,17.855361596009974,ChIJ372m50n3NIgRuWmkHtmdL3E,9.7,62.2,Stable
Willow Station Restaurant and Bar,4.7,311,"3841 Willow Ave, Pittsburgh, PA 15234, USA",2.0,OPERATIONAL,Mount Washington,willow station restaurant and bar,False,311.0,71.7051068083773,100,0.717051068083773,71.7051068083773,100.0,0.25599341496038686,10.340814630091437,ChIJ1_rslmT5NIgR30HWzTto7iE,46.2,64.2,Stable
Bistro 19,4.6,515,"711 Washington Rd, Pittsburgh, PA 15228, USA",2.0,OPERATIONAL,Mount Washington,bistro 19,False,515.0,77.98668015822827,100,0.7798668015822827,77.98668015822827,100.0,0.4239119250951744,17.1238570241064,ChIJW_5FrHH3NIgRxRZ9yWwkDpU,51.8,69.5,Stable
